article_id,title,journal,abstract_present,topics,methods,data_sources,uncertainty,best_profile,best_overall,evidence,my_judgement_相关吗,my_notes
94424,"The link between personality, global, and domain-specific satisfaction across the adult lifespan.",Journal of Personality and Social Psychology,True,personality and satisfaction; life satisfaction; domain-specific satisfaction,longitudinal survey,survey,False,employee_wellbeing,66.9,emotional stability showed the strongest associations with both global and domain-specific satisfaction | conscientiousness was the strongest correlate of work satisfaction,,
1756,Two-Stage Optimization Design Framework for Tower Crane Layout Planning in Modular Integrated Construction Considering T,Journal of Construction Engineering and Management,True,tower crane layout planning; modular integrated construction; multiobjective optimization; construction safety,multiobjective optimization; nondominated sorting genetic algorithm III; multiobjective particle swarm optimization; technique for order of preference by similarity to ideal solution; case study,case study of a MiC project in Hong Kong,False,ai_in_organizations,8.5,"a 26% increase in hoisting efficiency, a 9.3% improvement in operator visibility, and a 23.8% reduction in total lifting moment compared to the original layout",,
119748,"Finite mixture (or latent class) modeling in transportation: Trends, usage, potential, and future directions",Transportation Research Part B Methodological,True,finite mixture modeling; latent class modeling; heterogeneity in travel behavior,finite mixture modeling; latent class analysis; nonnegative matrix factorization; systematic review,Scopus database,False,digital_trace_methods,15.9,Accounting for some types of heterogeneity has been an important pathway to improving our models in the transportation domain | We identify six subdomains in transportation with the aid of nonnegative matrix factorization,,
113767,Perceptions of plague in eighteenth‐century Europe†,The Economic History Review,True,plague epidemics; quarantine policies; contagion debate,historical analysis,historical records,False,ai_in_organizations,0.0,"European governors were unanimous in insisting on rigid quarantine and other measures for containing the disease developed over previous centuries, despite their ignorance of plague's precise causes. | physicians across Europe were more deeply divided than they had ever been on the issue of contagio",,
78205,QML and Efficient GMM Estimation of Spatial Autoregressive Models with Dominant (Popular) Units,Journal of Business and Economic Statistics,True,spatial autoregressive models; QML estimation; GMM estimation; dominant units,QML; GMM; Monte Carlo simulation,trade flow network data,False,ai_in_organizations,0.0,the column sums of the spatial weights matrix might not be uniformly bounded | Asymptotic distributions of QML and GMM estimators are derived under this setting,,
31032,Biocentric Work in the Anthropocene: How Actors Regenerate Degenerated Natural Commons,Journal of Management Studies,True,biocentric work; natural commons regeneration; social-symbolic work; Anthropocene,immersive ethnography; multi-sited ethnography; inductive theorizing,ethnographic observation; interviews,False,employee_wellbeing,10.0,"Using a five‐year multi‐sited immersive ethnography of natural commons that had collapsed, we explain how actors (re)turn to the biophysical roots of socio‐ecological systems to take care, work with, and care for nature. | We inductively theorize biocentric work as a processual form of social‐symbol",,
91879,Monetization Of Digital Content: Drivers Of Revenue On Q&amp;A Platforms,Journal of Management Information Systems,True,digital content monetization; paid Q&A platforms; revenue drivers,empirical study; regression analysis,Weibo Q&A platform data,False,digital_trace_methods,27.8,This study draws upon signaling theory to identify the drivers of the sales of paid viewership. | We found the positive impacts of social media status and social endorsement on the sales of paid viewership.,,
60248,Reviving China’s global footprint along the Silk Roads and the ‘Belt and Road Initiative’: Chinese overseas industrial p,Business History,True,Belt and Road Initiative; Chinese overseas industrial park; global business history,qualitative case study,historical analysis; case study of industrial park,False,ai_in_organizations,7.4,"Informed by the history of the Silk Roads, we articulate China’s role in global business history with a focus on identifying key characteristics that underpinned ancient Chinese relations with Egypt. | By juxtaposing co-evolution and institutional perspectives as the theoretical framework, our empir",,
122643,The Electric Vehicle Routing Problem with Capacitated Charging Stations,Transportation Science,True,electric vehicle routing; capacitated charging stations; nonlinear charging functions,iterated local search; branch-and-cut; continuous-time model,,False,ai_in_organizations,0.0,We introduce a continuous-time model formulation for the problem. | We show that our algorithm effectively deals with the E-VRP-NL-C.,,
8217,JEH volume 86 issue 1 Cover and Back matter,The Journal of Economic History,True,,,,True,ai_in_organizations,0.0,,,
1601,The impact of sustainable finance literacy on investment decisions,Journal of Banking & Finance,True,sustainable finance literacy; investment decisions; educational program,randomized controlled trial; incentivized choice experiment,experiment,False,ai_in_organizations,8.3,"Through a randomized controlled trial and an incentivized choice experiment, we found that our SFL program significantly improves literacy. | The program also increased the probability of investing in a highly sustainable fund by 6 percentage points on the extensive margin and decreased allocations ",,
17310,Citizens’ participation in local energy communities: the role of technology as a stimulus,European Journal of Information Systems,True,citizen participation; local energy communities; technology as stimulus; sustainable development,mixed-methods,,False,ai_in_organizations,11.5,"the impact of technological factors as a stimulus on more social outcomes, namely the organism and response behaviours | strong impact of sustainable technologies and gamification in citizens’ attitudes",,
104373,Optimal Dynamic Appointment Scheduling of Base and Surge Capacity,Manufacturing & Service Operations Management,True,dynamic appointment scheduling; base and surge capacity; preventative maintenance; healthcare operations,stochastic dynamic programming; numerical simulation,,False,ai_in_organizations,10.0,"We study dynamic stochastic appointment scheduling when delaying appointments increases the risk of incurring costly failures | Intuitive appointment policies used in practice are robust under moderate capacity utilization, but their optimality gap can quadruple under high load.",,
87405,Searching for Gambles: Gambling Sentiment and Stock Market Outcomes,Journal of Financial and Quantitative Analysis,True,gambling sentiment; stock market outcomes; lottery stocks; investor demand,text analysis; empirical archival,Internet search volume,False,digital_trace_methods,49.0,"Using Internet search volume for lottery to capture gambling sentiment shifts | when the overall gambling sentiment is strong, investor demand for lottery stocks increases",,
24714,Leveraging Semisupervised Learning for Domain Adaptation: Enhancing Safety at Construction Sites through Long-Tailed Obj,Journal of Construction Engineering and Management,True,construction site safety; computer vision; domain adaptation; long-tailed object detection; semisupervised learning,semisupervised learning; domain adaptation; object detection; deep learning,AIHub; CrowdHuman; CCTV data,False,ai_in_organizations,58.9,The advancement of deep learning has led to a growing demand and increase in research on computer vision–based construction site monitoring for improved safety and operational efficiency. | this study proposes a novel approach to improve safety and operational efficiency at construction sites by lev,,
